city,date,temperature,humidity,wind_speed,pressure,rainfall,temp_lag_1,rain_lag_1,humidity_lag_1,temp_roll_3,rain_roll_3,hour,day,month,dayofweek,is_monsoon,temp_lag_24,rain_lag_24,temp_roll_24,rain_roll_72,is_peak_heat
Gilgit,2026-04-24 16:00:00,4.2,66,6.5,1015.0,0.0,4.1,0.0,66.0,4.033333333333332,0.0,16,24,4,4,0,3.9,0.0,-3.583333333333334,0.0,1
Gilgit,2026-04-24 17:00:00,3.6,67,6.1,1016.0,0.0,4.2,0.0,66.0,3.9666666666666663,0.0,17,24,4,4,0,3.0,0.0,-3.5583333333333336,0.0,0
Gilgit,2026-04-24 18:00:00,1.5,72,8.6,1016.0,0.0,3.6,0.0,67.0,3.0999999999999996,0.0,18,24,4,4,0,0.1,0.0,-3.5,0.0,0
Gilgit,2026-04-24 19:00:00,-4.9,77,11.5,1018.0,0.0,1.5,0.0,72.0,0.06666666666666614,0.0,19,24,4,4,0,-5.7,0.0,-3.466666666666667,0.0,0
Gilgit,2026-04-24 20:00:00,-6.0,80,11.5,1020.0,0.0,-4.9,0.0,77.0,-3.133333333333334,0.0,20,24,4,4,0,-6.4,0.0,-3.4500000000000006,0.0,0
Gilgit,2026-04-24 21:00:00,-6.4,80,11.5,1021.0,0.0,-6.0,0.0,80.0,-5.766666666666668,0.0,21,24,4,4,0,-6.7,0.0,-3.4375,0.0,0
Gilgit,2026-04-24 22:00:00,-6.2,80,9.7,1021.0,0.0,-6.4,0.0,80.0,-6.2,0.0,22,24,4,4,0,-7.0,0.0,-3.404166666666667,0.0,0
Gilgit,2026-04-24 23:00:00,-6.5,80,10.4,1021.0,0.0,-6.2,0.0,80.0,-6.366666666666667,0.0,23,24,4,4,0,-6.6,0.0,-3.4,0.0,0
Gujranwala,2026-04-21 01:00:00,25.1,31,10.8,1005.0,0.0,26.0,0.0,29.0,25.866666666666664,0.0,1,21,4,1,0,22.9,0.0,30.320833333333336,0.2,0
Gujranwala,2026-04-21 02:00:00,24.6,33,10.8,1005.0,0.0,25.1,0.0,31.0,25.233333333333334,0.0,2,21,4,1,0,22.6,0.0,30.40416666666667,0.0,0
Gujranwala,2026-04-21 03:00:00,24.0,34,9.4,1005.0,0.0,24.6,0.0,33.0,24.566666666666666,0.0,3,21,4,1,0,22.2,0.0,30.479166666666668,0.0,0
Gujranwala,2026-04-21 04:00:00,23.5,35,7.6,1004.0,0.0,24.0,0.0,34.0,24.03333333333333,0.0,4,21,4,1,0,22.1,0.0,30.537500000000005,0.0,0
Gujranwala,2026-04-21 05:00:00,23.0,37,7.2,1004.0,0.0,23.5,0.0,35.0,23.5,0.0,5,21,4,1,0,22.0,0.0,30.57916666666667,0.0,0
Gujranwala,2026-04-21 06:00:00,23.2,37,7.2,1005.0,0.0,23.0,0.0,37.0,23.233333333333334,0.0,6,21,4,1,0,22.3,0.0,30.616666666666664,0.0,0
Gujranwala,2026-04-21 07:00:00,26.1,31,7.6,1005.0,0.0,23.2,0.0,37.0,24.099999999999998,0.0,7,21,4,1,0,25.3,0.0,30.650000000000002,0.0,0
Gujranwala,2026-04-21 08:00:00,29.4,26,8.3,1006.0,0.0,26.1,0.0,31.0,26.233333333333334,0.0,8,21,4,1,0,29.2,0.0,30.65833333333333,0.0,0
Gujranwala,2026-04-21 09:00:00,32.3,21,9.0,1006.0,0.0,29.4,0.0,26.0,29.266666666666666,0.0,9,21,4,1,0,32.5,0.0,30.649999999999995,0.0,0
Gujranwala,2026-04-21 10:00:00,34.7,17,9.0,1006.0,0.0,32.3,0.0,21.0,32.13333333333333,0.0,10,21,4,1,0,34.9,0.0,30.641666666666666,0.0,0
Gujranwala,2026-04-21 11:00:00,36.8,14,9.7,1005.0,0.0,34.7,0.0,17.0,34.6,0.0,11,21,4,1,0,36.8,0.0,30.64166666666667,0.0,0
Gujranwala,2026-04-21 12:00:00,38.1,11,10.8,1004.0,0.0,36.8,0.0,14.0,36.53333333333333,0.0,12,21,4,1,0,38.0,0.0,30.645833333333332,0.0,1
Gujranwala,2026-04-21 13:00:00,38.9,9,11.9,1004.0,0.0,38.1,0.0,11.0,37.93333333333333,0.0,13,21,4,1,0,38.5,0.0,30.662500000000005,0.0,1
Gujranwala,2026-04-21 14:00:00,39.4,9,13.0,1003.0,0.0,38.9,0.0,9.0,38.800000000000004,0.0,14,21,4,1,0,38.7,0.0,30.691666666666666,0.0,1
Gujranwala,2026-04-21 15:00:00,39.6,9,14.8,1002.0,0.0,39.4,0.0,9.0,39.300000000000004,0.0,15,21,4,1,0,38.3,0.0,30.745833333333337,0.0,1
Gujranwala,2026-04-21 16:00:00,39.0,9,16.2,1002.0,0.0,39.6,0.0,9.0,39.333333333333336,0.0,16,21,4,1,0,37.5,0.0,30.808333333333337,0.0,1
Gujranwala,2026-04-21 17:00:00,38.1,10,18.0,1002.0,0.0,39.0,0.0,9.0,38.9,0.0,17,21,4,1,0,36.9,0.0,30.85833333333333,0.0,0
Gujranwala,2026-04-21 18:00:00,35.8,12,14.4,1002.0,0.0,38.1,0.0,10.0,37.63333333333333,0.0,18,21,4,1,0,34.5,0.0,30.912499999999998,0.0,0
Gujranwala,2026-04-21 19:00:00,32.2,15,13.0,1003.0,0.0,35.8,0.0,12.0,35.36666666666667,0.0,19,21,4,1,0,31.3,0.0,30.95,0.0,0
Gujranwala,2026-04-21 20:00:00,30.7,16,13.3,1003.0,0.0,32.2,0.0,15.0,32.9,0.0,20,21,4,1,0,29.9,0.0,30.983333333333334,0.0,0
Gujranwala,2026-04-21 21:00:00,29.6,17,13.0,1004.0,0.0,30.7,0.0,16.0,30.833333333333332,0.0,21,21,4,1,0,28.9,0.0,31.012500000000003,0.0,0
Gujranwala,2026-04-21 22:00:00,28.6,18,13.0,1004.0,0.0,29.6,0.0,17.0,29.633333333333336,0.0,22,21,4,1,0,27.7,0.0,31.05,0.0,0
Gujranwala,2026-04-21 23:00:00,27.6,20,11.5,1004.0,0.0,28.6,0.0,18.0,28.599999999999998,0.0,23,21,4,1,0,26.5,0.0,31.09583333333333,0.0,0
Gujranwala,2026-04-22 00:00:00,27.2,22,10.1,1004.0,0.0,27.6,0.0,20.0,27.8,0.0,0,22,4,2,0,26.0,0.0,31.145833333333332,0.0,0
Gujranwala,2026-04-22 01:00:00,26.8,23,10.8,1004.0,0.0,27.2,0.0,22.0,27.2,0.0,1,22,4,2,0,25.1,0.0,31.216666666666665,0.0,0
Gujranwala,2026-04-22 02:00:00,26.4,24,10.1,1003.0,0.0,26.8,0.0,23.0,26.8,0.0,2,22,4,2,0,24.6,0.0,31.291666666666668,0.0,0
Gujranwala,2026-04-22 03:00:00,26.0,24,10.1,1003.0,0.0,26.4,0.0,24.0,26.400000000000002,0.0,3,22,4,2,0,24.0,0.0,31.375,0.0,0
Gujranwala,2026-04-22 04:00:00,25.1,26,9.7,1003.0,0.0,26.0,0.0,24.0,25.833333333333332,0.0,4,22,4,2,0,23.5,0.0,31.441666666666663,0.0,0
Gujranwala,2026-04-22 05:00:00,24.5,27,8.6,1003.0,0.0,25.1,0.0,26.0,25.2,0.0,5,22,4,2,0,23.0,0.0,31.504166666666663,0.0,0
Gujranwala,2026-04-22 06:00:00,24.7,28,7.2,1004.0,0.0,24.5,0.0,27.0,24.766666666666666,0.0,6,22,4,2,0,23.2,0.0,31.566666666666666,0.0,0
Gujranwala,2026-04-22 07:00:00,27.8,24,6.8,1004.0,0.0,24.7,0.0,28.0,25.666666666666668,0.0,7,22,4,2,0,26.1,0.0,31.6375,0.0,0
Gujranwala,2026-04-22 08:00:00,31.0,20,6.8,1005.0,0.0,27.8,0.0,24.0,27.833333333333332,0.0,8,22,4,2,0,29.4,0.0,31.704166666666666,0.0,0
Gujranwala,2026-04-22 09:00:00,33.7,17,7.2,1005.0,0.0,31.0,0.0,20.0,30.833333333333332,0.0,9,22,4,2,0,32.3,0.0,31.7625,0.0,0
Gujranwala,2026-04-22 10:00:00,35.9,14,8.3,1005.0,0.0,33.7,0.0,17.0,33.53333333333333,0.0,10,22,4,2,0,34.7,0.0,31.8125,0.0,0
Gujranwala,2026-04-22 11:00:00,37.9,12,9.4,1004.0,0.0,35.9,0.0,14.0,35.833333333333336,0.0,11,22,4,2,0,36.8,0.0,31.858333333333334,0.0,0
Gujranwala,2026-04-22 12:00:00,39.5,10,11.5,1004.0,0.0,37.9,0.0,12.0,37.766666666666666,0.0,12,22,4,2,0,38.1,0.0,31.916666666666668,0.0,1
Gujranwala,2026-04-22 13:00:00,40.6,10,12.6,1003.0,0.0,39.5,0.0,10.0,39.333333333333336,0.0,13,22,4,2,0,38.9,0.0,31.987499999999997,0.0,1
Gujranwala,2026-04-22 14:00:00,41.2,9,13.3,1002.0,0.0,40.6,0.0,10.0,40.43333333333334,0.0,14,22,4,2,0,39.4,0.0,32.0625,0.0,1
Gujranwala,2026-04-22 15:00:00,41.4,9,13.7,1001.0,0.0,41.2,0.0,9.0,41.06666666666667,0.0,15,22,4,2,0,39.6,0.0,32.1375,0.0,1
Gujranwala,2026-04-22 16:00:00,40.9,9,14.4,1000.0,0.0,41.4,0.0,9.0,41.166666666666664,0.0,16,22,4,2,0,39.0,0.0,32.21666666666666,0.0,1
Gujranwala,2026-04-22 17:00:00,40.1,10,15.1,1000.0,0.0,40.9,0.0,9.0,40.800000000000004,0.0,17,22,4,2,0,38.1,0.0,32.300000000000004,0.0,0
Gujranwala,2026-04-22 18:00:00,37.4,12,12.2,1000.0,0.0,40.1,0.0,10.0,39.46666666666667,0.0,18,22,4,2,0,35.8,0.0,32.36666666666667,0.0,0
Gujranwala,2026-04-22 19:00:00,33.6,15,11.9,1001.0,0.0,37.4,0.0,12.0,37.03333333333333,0.0,19,22,4,2,0,32.2,0.0,32.425000000000004,0.0,0
Gujranwala,2026-04-22 20:00:00,32.0,17,10.1,1002.0,0.0,33.6,0.0,15.0,34.333333333333336,0.0,20,22,4,2,0,30.7,0.0,32.479166666666664,0.0,0
Gujranwala,2026-04-22 21:00:00,30.8,18,8.6,1002.0,0.0,32.0,0.0,17.0,32.13333333333333,0.0,21,22,4,2,0,29.6,0.0,32.52916666666666,0.0,0
Gujranwala,2026-04-22 22:00:00,30.1,20,8.3,1002.0,0.0,30.8,0.0,18.0,30.96666666666667,0.0,22,22,4,2,0,28.6,0.0,32.59166666666666,0.0,0
Gujranwala,2026-04-22 23:00:00,29.3,21,7.9,1003.0,0.0,30.1,0.0,20.0,30.066666666666666,0.0,23,22,4,2,0,27.6,0.0,32.6625,0.0,0
Gujranwala,2026-04-23 00:00:00,28.6,26,10.4,1003.0,0.0,29.3,0.0,21.0,29.333333333333332,0.0,0,23,4,3,0,27.2,0.0,32.72083333333333,0.0,0
Gujranwala,2026-04-23 01:00:00,27.9,27,9.4,1003.0,0.0,28.6,0.0,26.0,28.599999999999998,0.0,1,23,4,3,0,26.8,0.0,32.76666666666667,0.0,0
Gujranwala,2026-04-23 02:00:00,27.2,28,6.8,1002.0,0.0,27.9,0.0,27.0,27.900000000000002,0.0,2,23,4,3,0,26.4,0.0,32.8,0.0,0
Gujranwala,2026-04-23 03:00:00,26.6,29,4.3,1003.0,0.0,27.2,0.0,28.0,27.233333333333334,0.0,3,23,4,3,0,26.0,0.0,32.824999999999996,0.0,0
Gujranwala,2026-04-23 04:00:00,26.2,30,2.9,1002.0,0.0,26.6,0.0,29.0,26.666666666666668,0.0,4,23,4,3,0,25.1,0.0,32.87083333333334,0.0,0
Gujranwala,2026-04-23 05:00:00,26.0,30,4.3,1002.0,0.0,26.2,0.0,30.0,26.266666666666666,0.0,5,23,4,3,0,24.5,0.0,32.93333333333334,0.0,0
Gujranwala,2026-04-23 06:00:00,26.5,30,1.8,1003.0,0.0,26.0,0.0,30.0,26.233333333333334,0.0,6,23,4,3,0,24.7,0.0,33.00833333333333,0.0,0
Gujranwala,2026-04-23 07:00:00,29.6,25,2.5,1003.0,0.0,26.5,0.0,30.0,27.366666666666664,0.0,7,23,4,3,0,27.8,0.0,33.083333333333336,0.0,0
Gujranwala,2026-04-23 08:00:00,32.7,21,7.9,1004.0,0.0,29.6,0.0,25.0,29.600000000000005,0.0,8,23,4,3,0,31.0,0.0,33.15416666666667,0.0,0
Gujranwala,2026-04-23 09:00:00,35.3,18,9.7,1004.0,0.0,32.7,0.0,21.0,32.53333333333333,0.0,9,23,4,3,0,33.7,0.0,33.22083333333333,0.0,0
Gujranwala,2026-04-23 10:00:00,37.6,16,10.4,1004.0,0.0,35.3,0.0,18.0,35.2,0.0,10,23,4,3,0,35.9,0.0,33.291666666666664,0.0,0
Gujranwala,2026-04-23 11:00:00,39.6,14,11.5,1004.0,0.0,37.6,0.0,16.0,37.5,0.0,11,23,4,3,0,37.9,0.0,33.362500000000004,0.0,0
Gujranwala,2026-04-23 12:00:00,41.0,12,11.5,1003.0,0.0,39.6,0.0,14.0,39.4,0.0,12,23,4,3,0,39.5,0.0,33.425000000000004,0.0,1
Gujranwala,2026-04-23 13:00:00,41.8,11,11.5,1002.0,0.0,41.0,0.0,12.0,40.800000000000004,0.0,13,23,4,3,0,40.6,0.0,33.475,0.0,1
Gujranwala,2026-04-23 14:00:00,42.3,11,12.2,1001.0,0.0,41.8,0.0,11.0,41.699999999999996,0.0,14,23,4,3,0,41.2,0.0,33.520833333333336,0.0,1
Gujranwala,2026-04-23 15:00:00,42.3,11,14.0,1001.0,0.0,42.3,0.0,11.0,42.13333333333333,0.0,15,23,4,3,0,41.4,0.0,33.55833333333333,0.0,1
Gujranwala,2026-04-23 16:00:00,41.8,11,16.9,1000.0,0.0,42.3,0.0,11.0,42.133333333333326,0.0,16,23,4,3,0,40.9,0.0,33.59583333333334,0.0,1
Gujranwala,2026-04-23 17:00:00,40.8,12,20.2,1000.0,0.0,41.8,0.0,11.0,41.63333333333333,0.0,17,23,4,3,0,40.1,0.0,33.625,0.0,0
Gujranwala,2026-04-23 18:00:00,38.4,15,18.4,1000.0,0.0,40.8,0.0,12.0,40.33333333333333,0.0,18,23,4,3,0,37.4,0.0,33.666666666666664,0.0,0
Gujranwala,2026-04-23 19:00:00,34.9,19,15.5,1001.0,0.0,38.4,0.0,15.0,38.03333333333333,0.0,19,23,4,3,0,33.6,0.0,33.72083333333333,0.0,0
Gujranwala,2026-04-23 20:00:00,33.1,22,14.4,1002.0,0.0,34.9,0.0,19.0,35.46666666666667,0.0,20,23,4,3,0,32.0,0.0,33.766666666666666,0.0,0
Gujranwala,2026-04-23 21:00:00,32.0,24,13.3,1002.0,0.0,33.1,0.0,22.0,33.333333333333336,0.0,21,23,4,3,0,30.8,0.0,33.81666666666667,0.0,0
Gujranwala,2026-04-23 22:00:00,31.4,26,12.6,1002.0,0.0,32.0,0.0,24.0,32.166666666666664,0.0,22,23,4,3,0,30.1,0.0,33.87083333333333,0.0,0
Gujranwala,2026-04-23 23:00:00,31.0,27,12.2,1002.0,0.0,31.4,0.0,26.0,31.46666666666667,0.0,23,23,4,3,0,29.3,0.0,33.94166666666666,0.0,0
Gujranwala,2026-04-24 00:00:00,30.6,27,9.7,1003.0,0.0,31.0,0.0,27.0,31.0,0.0,0,24,4,4,0,28.6,0.0,34.025,0.0,0
Gujranwala,2026-04-24 01:00:00,30.4,28,11.9,1003.0,0.0,30.6,0.0,27.0,30.666666666666668,0.0,1,24,4,4,0,27.9,0.0,34.12916666666666,0.0,0
Gujranwala,2026-04-24 02:00:00,30.1,30,15.1,1003.0,0.0,30.4,0.0,28.0,30.366666666666664,0.0,2,24,4,4,0,27.2,0.0,34.25,0.0,0
Gujranwala,2026-04-24 03:00:00,29.7,31,14.0,1003.0,0.0,30.1,0.0,30.0,30.066666666666666,0.0,3,24,4,4,0,26.6,0.0,34.37916666666667,0.0,0
Gujranwala,2026-04-24 04:00:00,29.3,32,14.4,1003.0,0.0,29.7,0.0,31.0,29.7,0.0,4,24,4,4,0,26.2,0.0,34.50833333333333,0.0,0
Gujranwala,2026-04-24 05:00:00,28.1,35,10.4,1003.0,0.0,29.3,0.0,32.0,29.03333333333333,0.0,5,24,4,4,0,26.0,0.0,34.59583333333333,0.0,0
Gujranwala,2026-04-24 06:00:00,28.3,35,8.3,1003.0,0.0,28.1,0.0,35.0,28.566666666666666,0.0,6,24,4,4,0,26.5,0.0,34.67083333333333,0.0,0
Gujranwala,2026-04-24 07:00:00,30.9,30,8.3,1004.0,0.0,28.3,0.0,35.0,29.099999999999998,0.0,7,24,4,4,0,29.6,0.0,34.725,0.0,0
Gujranwala,2026-04-24 08:00:00,33.5,25,7.6,1004.0,0.0,30.9,0.0,30.0,30.899999999999995,0.0,8,24,4,4,0,32.7,0.0,34.75833333333333,0.0,0
Gujranwala,2026-04-24 09:00:00,36.3,20,8.3,1005.0,0.0,33.5,0.0,25.0,33.56666666666666,0.0,9,24,4,4,0,35.3,0.0,34.800000000000004,0.0,0
Gujranwala,2026-04-24 10:00:00,38.5,17,11.9,1005.0,0.0,36.3,0.0,20.0,36.099999999999994,0.0,10,24,4,4,0,37.6,0.0,34.8375,0.0,0
Gujranwala,2026-04-24 11:00:00,40.1,15,13.7,1004.0,0.0,38.5,0.0,17.0,38.3,0.0,11,24,4,4,0,39.6,0.0,34.858333333333334,0.0,0
Gujranwala,2026-04-24 12:00:00,41.3,14,14.4,1003.0,0.0,40.1,0.0,15.0,39.96666666666666,0.0,12,24,4,4,0,41.0,0.0,34.87083333333333,0.0,1
Gujranwala,2026-04-24 13:00:00,42.0,12,15.1,1002.0,0.0,41.3,0.0,14.0,41.13333333333333,0.0,13,24,4,4,0,41.8,0.0,34.87916666666667,0.0,1
Gujranwala,2026-04-24 14:00:00,42.4,12,16.2,1001.0,0.0,42.0,0.0,12.0,41.9,0.0,14,24,4,4,0,42.3,0.0,34.88333333333333,0.0,1
Gujranwala,2026-04-24 15:00:00,42.4,11,18.4,1000.0,0.0,42.4,0.0,12.0,42.266666666666666,0.0,15,24,4,4,0,42.3,0.0,34.887499999999996,0.0,1
Gujranwala,2026-04-24 16:00:00,42.0,11,19.1,1000.0,0.0,42.4,0.0,11.0,42.26666666666666,0.0,16,24,4,4,0,41.8,0.0,34.89583333333333,0.0,1
Gujranwala,2026-04-24 17:00:00,41.2,11,19.1,1000.0,0.0,42.0,0.0,11.0,41.86666666666667,0.0,17,24,4,4,0,40.8,0.0,34.9125,0.0,0
Gujranwala,2026-04-24 18:00:00,39.1,14,16.6,1000.0,0.0,41.2,0.0,11.0,40.76666666666666,0.0,18,24,4,4,0,38.4,0.0,34.94166666666667,0.0,0
Gujranwala,2026-04-24 19:00:00,35.3,17,13.7,1001.0,0.0,39.1,0.0,14.0,38.53333333333333,0.0,19,24,4,4,0,34.9,0.0,34.958333333333336,0.0,0
Gujranwala,2026-04-24 20:00:00,33.9,20,13.3,1002.0,0.0,35.3,0.0,17.0,36.1,0.0,20,24,4,4,0,33.1,0.0,34.99166666666667,0.0,0
Gujranwala,2026-04-24 21:00:00,33.0,22,13.0,1003.0,0.0,33.9,0.0,20.0,34.06666666666666,0.0,21,24,4,4,0,32.0,0.0,35.03333333333333,0.0,0
Gujranwala,2026-04-24 22:00:00,32.4,23,13.0,1003.0,0.0,33.0,0.0,22.0,33.099999999999994,0.0,22,24,4,4,0,31.4,0.0,35.075,0.0,0
Gujranwala,2026-04-24 23:00:00,31.5,26,14.0,1004.0,0.0,32.4,0.0,23.0,32.29999999999999,0.0,23,24,4,4,0,31.0,0.0,35.09583333333334,0.0,0
Hyderabad,2026-04-22 01:00:00,30.2,36,11.2,1007.0,0.0,30.7,0.9,33.0,30.833333333333332,1.1,1,22,4,2,0,32.1,0.0,33.94583333333333,2.6,0
Hyderabad,2026-04-22 02:00:00,29.4,41,14.0,1007.0,0.0,30.2,0.0,36.0,30.099999999999998,0.9,2,22,4,2,0,32.8,0.0,33.80416666666667,2.6,0
Hyderabad,2026-04-22 03:00:00,28.0,46,13.3,1007.0,0.4,29.4,0.0,41.0,29.2,0.4,3,22,4,2,0,31.3,0.0,33.666666666666664,3.0,0
Hyderabad,2026-04-22 04:00:00,27.6,47,11.9,1007.0,0.0,28.0,0.4,46.0,28.333333333333332,0.4,4,22,4,2,0,32.9,0.0,33.44583333333333,3.0,0
Hyderabad,2026-04-22 05:00:00,28.1,44,12.2,1008.0,0.0,27.6,0.0,47.0,27.900000000000002,0.4,5,22,4,2,0,31.3,0.0,33.3125,3.0,0
Hyderabad,2026-04-22 06:00:00,29.1,41,13.7,1009.0,0.0,28.1,0.0,44.0,28.26666666666667,0.0,6,22,4,2,0,30.2,0.0,33.266666666666666,3.0,0
Hyderabad,2026-04-22 07:00:00,29.6,39,20.5,1010.0,0.0,29.1,0.0,41.0,28.933333333333337,0.0,7,22,4,2,0,31.3,0.0,33.19583333333333,3.0,0
Hyderabad,2026-04-22 08:00:00,30.3,36,20.5,1010.0,0.0,29.6,0.0,39.0,29.666666666666668,0.0,8,22,4,2,0,31.5,0.0,33.145833333333336,3.0,0
Hyderabad,2026-04-22 09:00:00,31.7,33,13.3,1010.0,0.0,30.3,0.0,36.0,30.53333333333333,0.0,9,22,4,2,0,32.8,0.0,33.1,3.0,0
Hyderabad,2026-04-22 10:00:00,34.0,26,7.9,1009.0,0.0,31.7,0.0,33.0,32.0,0.0,10,22,4,2,0,34.6,0.0,33.075,3.0,0
Hyderabad,2026-04-22 11:00:00,35.3,23,5.0,1008.0,0.0,34.0,0.0,26.0,33.666666666666664,0.0,11,22,4,2,0,36.3,0.0,33.03333333333333,3.0,0
Hyderabad,2026-04-22 12:00:00,36.5,20,2.9,1007.0,0.0,35.3,0.0,23.0,35.266666666666666,0.0,12,22,4,2,0,37.4,0.0,32.99583333333333,3.0,1
Hyderabad,2026-04-22 13:00:00,37.9,18,4.0,1006.0,0.0,36.5,0.0,20.0,36.56666666666666,0.0,13,22,4,2,0,38.4,0.0,32.975,3.0,1
Hyderabad,2026-04-22 14:00:00,38.6,16,6.8,1004.0,0.0,37.9,0.0,18.0,37.666666666666664,0.0,14,22,4,2,0,38.4,0.0,32.983333333333334,3.0,1
Hyderabad,2026-04-22 15:00:00,38.8,16,7.9,1004.0,0.0,38.6,0.0,16.0,38.43333333333333,0.0,15,22,4,2,0,38.5,0.0,32.99583333333333,3.0,1
Hyderabad,2026-04-22 16:00:00,38.6,16,7.9,1003.0,0.0,38.8,0.0,16.0,38.666666666666664,0.0,16,22,4,2,0,37.7,0.0,33.03333333333333,3.0,1
Hyderabad,2026-04-22 17:00:00,38.2,16,7.9,1004.0,0.0,38.6,0.0,16.0,38.53333333333333,0.0,17,22,4,2,0,36.7,0.0,33.09583333333334,3.0,0
Hyderabad,2026-04-22 18:00:00,36.9,18,6.1,1004.0,0.0,38.2,0.0,16.0,37.9,0.0,18,22,4,2,0,34.8,0.0,33.18333333333333,3.0,0
Hyderabad,2026-04-22 19:00:00,35.2,20,5.0,1005.0,0.1,36.9,0.0,18.0,36.766666666666666,0.1,19,22,4,2,0,34.1,0.2,33.229166666666664,3.1,0
Hyderabad,2026-04-22 20:00:00,33.5,23,2.2,1006.0,0.0,35.2,0.1,20.0,35.199999999999996,0.1,20,22,4,2,0,34.2,0.0,33.2,3.1,0
Hyderabad,2026-04-22 21:00:00,33.9,23,4.0,1007.0,0.0,33.5,0.0,23.0,34.199999999999996,0.1,21,22,4,2,0,33.7,0.4,33.208333333333336,3.1,0
Hyderabad,2026-04-22 22:00:00,33.8,23,6.8,1007.0,0.0,33.9,0.0,23.0,33.73333333333333,0.0,22,22,4,2,0,33.3,0.3,33.229166666666664,3.1,0
Hyderabad,2026-04-22 23:00:00,33.3,24,9.4,1006.0,0.0,33.8,0.0,23.0,33.666666666666664,0.0,23,22,4,2,0,31.6,0.2,33.300000000000004,3.1,0
Hyderabad,2026-04-23 00:00:00,31.8,30,8.3,1007.0,0.0,33.3,0.0,24.0,32.96666666666666,0.0,0,23,4,3,0,30.7,0.9,33.34583333333333,3.1,0
Hyderabad,2026-04-23 01:00:00,30.9,32,8.3,1007.0,0.0,31.8,0.0,30.0,31.999999999999996,0.0,1,23,4,3,0,30.2,0.0,33.375,3.1,0
Hyderabad,2026-04-23 02:00:00,31.1,32,10.1,1006.0,0.0,30.9,0.0,32.0,31.266666666666666,0.0,2,23,4,3,0,29.4,0.0,33.44583333333333,3.1,0
Hyderabad,2026-04-23 03:00:00,30.1,35,13.0,1006.0,0.0,31.1,0.0,32.0,30.700000000000003,0.0,3,23,4,3,0,28.0,0.4,33.53333333333334,3.1,0
Hyderabad,2026-04-23 04:00:00,29.2,40,10.1,1006.0,0.0,30.1,0.0,35.0,30.133333333333336,0.0,4,23,4,3,0,27.6,0.0,33.6,3.1,0
Hyderabad,2026-04-23 05:00:00,28.9,44,9.4,1006.0,0.0,29.2,0.0,40.0,29.400000000000002,0.0,5,23,4,3,0,28.1,0.0,33.63333333333333,3.1,0
Hyderabad,2026-04-23 06:00:00,29.4,42,7.6,1007.0,0.0,28.9,0.0,44.0,29.166666666666668,0.0,6,23,4,3,0,29.1,0.0,33.645833333333336,3.1,0
Hyderabad,2026-04-23 07:00:00,32.0,33,10.4,1007.0,0.0,29.4,0.0,42.0,30.099999999999998,0.0,7,23,4,3,0,29.6,0.0,33.74583333333333,3.1,0
Hyderabad,2026-04-23 08:00:00,34.3,26,9.7,1008.0,0.0,32.0,0.0,33.0,31.899999999999995,0.0,8,23,4,3,0,30.3,0.0,33.9125,3.1,0
Hyderabad,2026-04-23 09:00:00,36.1,23,10.8,1008.0,0.0,34.3,0.0,26.0,34.13333333333333,0.0,9,23,4,3,0,31.7,0.0,34.09583333333333,3.1,0
Hyderabad,2026-04-23 10:00:00,37.4,21,10.1,1008.0,0.0,36.1,0.0,23.0,35.93333333333334,0.0,10,23,4,3,0,34.0,0.0,34.2375,3.1,0
Hyderabad,2026-04-23 11:00:00,38.7,18,7.9,1006.0,0.0,37.4,0.0,21.0,37.4,0.0,11,23,4,3,0,35.3,0.0,34.37916666666667,3.1,0
Hyderabad,2026-04-23 12:00:00,38.4,17,7.6,1005.0,0.0,38.7,0.0,18.0,38.166666666666664,0.0,12,23,4,3,0,36.5,0.0,34.458333333333336,3.1,1
Hyderabad,2026-04-23 13:00:00,38.4,17,7.9,1004.0,0.0,38.4,0.0,17.0,38.5,0.0,13,23,4,3,0,37.9,0.0,34.479166666666664,3.1,1
Hyderabad,2026-04-23 14:00:00,38.0,18,7.2,1004.0,0.6,38.4,0.0,17.0,38.26666666666667,0.6,14,23,4,3,0,38.6,0.0,34.454166666666666,3.7,1
Hyderabad,2026-04-23 15:00:00,36.6,20,12.2,1004.0,0.8,38.0,0.6,18.0,37.666666666666664,1.4,15,23,4,3,0,38.8,0.0,34.362500000000004,4.5,1
Hyderabad,2026-04-23 16:00:00,34.3,24,9.7,1004.0,0.2,36.6,0.8,20.0,36.3,1.6,16,23,4,3,0,38.6,0.0,34.18333333333333,4.7,1
Hyderabad,2026-04-23 17:00:00,34.9,24,6.5,1004.0,0.0,34.3,0.2,24.0,35.26666666666667,1.0,17,23,4,3,0,38.2,0.0,34.04583333333333,4.7,0
Hyderabad,2026-04-23 18:00:00,34.6,24,12.2,1005.0,0.1,34.9,0.0,24.0,34.6,0.30000000000000004,18,23,4,3,0,36.9,0.0,33.949999999999996,4.7,0
Hyderabad,2026-04-23 19:00:00,34.5,25,14.4,1006.0,0.0,34.6,0.1,24.0,34.666666666666664,0.1,19,23,4,3,0,35.2,0.1,33.92083333333333,4.3999999999999995,0
Hyderabad,2026-04-23 20:00:00,33.0,26,13.3,1007.0,0.0,34.5,0.0,25.0,34.03333333333333,0.1,20,23,4,3,0,33.5,0.0,33.9,4.2,0
